N	mop_num	b_lon	b_lat	p_lon	p_lat	depth	orient	shore_type
359	D0359	-117.25270	32.75530	-117.26337	32.75404	-10.00	262.01	1
360	D0360	-117.25290	32.75620	-117.26295	32.75501	-10.00	261.99	0
361	D0361	-117.25300	32.75710	-117.26231	32.75628	-9.99	264.02	0
362	D0362	-117.25310	32.75800	-117.26213	32.75734	-10.01	265.03	0
363	D0363	-117.25320	32.75890	-117.26202	32.75819	-10.01	264.53	0
364	D0364	-117.25330	32.75980	-117.26156	32.75944	-10.01	267.03	1
365	D0365	-117.25330	32.76070	-117.26122	32.76105	-10.00	273.01	1
366	D0366	-117.25320	32.76160	-117.26093	32.76223	-10.01	275.54	1
367	D0367	-117.25310	32.76250	-117.26076	32.76284	-10.00	273.02	1
368	D0368	-117.25310	32.76340	-117.26061	32.76368	-10.00	272.54	1
369	D0369	-117.25300	32.76430	-117.26045	32.76490	-10.01	275.47	1
370	D0370	-117.25290	32.76520	-117.26051	32.76582	-10.01	275.53	1
371	D0371	-117.25280	32.76610	-117.26054	32.76639	-10.00	272.55	1
372	D0372	-117.25280	32.76700	-117.26043	32.76706	-10.01	270.54	1
373	D0373	-117.25280	32.76790	-117.26041	32.76790	-10.01	270.00	1
374	D0374	-117.25280	32.76880	-117.26041	32.76846	-10.00	266.96	1
375	D0375	-117.25290	32.76970	-117.26036	32.76942	-10.00	267.44	1
376	D0376	-117.25290	32.77060	-117.26026	32.77028	-10.00	267.04	1
377	D0377	-117.25300	32.77150	-117.26047	32.77122	-10.01	267.45	1
378	D0378	-117.25300	32.77240	-117.26064	32.77240	-10.01	270.00	1
379	D0379	-117.25300	32.77330	-117.26046	32.77297	-10.00	266.99	1
380	D0380	-117.25310	32.77420	-117.26031	32.77394	-10.01	267.54	1
381	D0381	-117.25310	32.77510	-117.26040	32.77478	-10.00	267.02	1
382	D0382	-117.25320	32.77600	-117.26045	32.77573	-10.00	267.46	1
383	D0383	-117.25320	32.77690	-117.26049	32.77658	-10.00	267.01	1
384	D0384	-117.25330	32.77780	-117.26074	32.77753	-10.00	267.53	1
385	D0385	-117.25330	32.77870	-117.26086	32.77837	-9.99	267.03	1
386	D0386	-117.25340	32.77960	-117.26105	32.77926	-10.01	266.97	1
387	D0387	-117.25340	32.78050	-117.26115	32.78021	-10.00	267.45	1
388	D0388	-117.25350	32.78140	-117.26125	32.78077	-10.01	264.48	1
389	D0389	-117.25360	32.78230	-117.26144	32.78137	-10.00	261.97	1
390	D0390	-117.25380	32.78320	-117.26156	32.78228	-10.00	261.97	1
391	D0391	-117.25390	32.78410	-117.26184	32.78345	-10.00	264.44	1
392	D0392	-117.25400	32.78500	-117.26204	32.78399	-10.00	261.50	1
393	D0393	-117.25420	32.78590	-117.26238	32.78463	-10.00	259.54	1
394	D0394	-117.25440	32.78680	-117.26281	32.78549	-10.00	259.50	1
395	D0395	-117.25460	32.78770	-117.26320	32.78636	-10.00	259.50	1
396	D0396	-117.25480	32.78860	-117.26337	32.78759	-10.00	262.02	1
397	D0397	-117.25490	32.78950	-117.26390	32.78833	-10.08	261.21	1
398	D0398	-117.25510	32.79030	-117.26403	32.78849	-10.01	256.44	1
399	D0399	-117.25540	32.79120	-117.26475	32.78931	-10.00	256.48	1
400	D0400	-117.25560	32.79210	-117.26527	32.79022	-10.00	256.98	1
401	D0401	-117.25590	32.79300	-117.26540	32.79063	-10.00	253.47	1
402	D0402	-117.25620	32.79380	-117.26571	32.79181	-10.00	256.02	1
403	D0403	-117.25640	32.79470	-117.26632	32.79261	-10.00	255.93	2
404	D0404	-117.25670	32.79560	-117.26632	32.79261	-10.00	249.71	1
405	D0405	-117.25710	32.79640	-117.26685	32.79358	-10.01	251.01	1
406	D0406	-117.25740	32.79730	-117.26716	32.79445	-10.00	250.84	1
407	D0407	-117.25780	32.79810	-117.26778	32.79521	-10.00	250.99	1
408	D0408	-117.25810	32.79900	-117.26790	32.79598	-10.00	249.87	1
409	D0409	-117.25850	32.79980	-117.26788	32.79670	-10.00	248.54	1
410	D0410	-117.25890	32.80070	-117.26812	32.79717	-10.01	245.51	2
411	D0411	-117.25940	32.80150	-117.26854	32.79750	-9.96	242.50	2
412	D0412	-117.25990	32.80230	-117.26917	32.79816	-10.02	242.02	2
413	D0413	-117.26040	32.80310	-117.26941	32.79840	-10.00	238.18	2
414	D0414	-117.26100	32.80380	-117.26941	32.79840	-10.00	232.62	2
415	D0415	-117.26170	32.80450	-117.26971	32.79885	-10.00	230.00	2
416	D0416	-117.26230	32.80520	-117.26973	32.79923	-10.01	226.29	2
417	D0417	-117.26300	32.80590	-117.26973	32.79923	-10.01	220.30	2
418	D0418	-117.26370	32.80660	-117.26973	32.79923	-10.01	214.52	1
419	D0419	-117.26440	32.80730	-117.26973	32.79923	-10.01	209.04	2
420	D0420	-117.26520	32.80780	-117.26973	32.79923	-10.01	203.96	2
421	D0421	-117.26620	32.80780	-117.26973	32.79923	-10.01	199.10	2
422	D0422	-117.26730	32.80760	-117.27180	32.80104	-10.00	209.97	2
423	D0423	-117.26810	32.80820	-117.27488	32.80307	-10.00	228.01	1
424	D0424	-117.26870	32.80890	-117.27721	32.80452	-10.01	238.52	1
425	D0425	-117.26920	32.80970	-117.27907	32.80583	-10.27	244.99	1
426	D0426	-117.26960	32.81050	-117.27966	32.80665	-10.01	245.52	2
427	D0427	-117.27000	32.81140	-117.27977	32.80669	-10.01	240.16	2
428	D0428	-117.27060	32.81210	-117.27977	32.80669	-10.01	234.93	1
429	D0429	-117.27130	32.81280	-117.27991	32.80684	-10.00	230.53	1
430	D0430	-117.27190	32.81350	-117.27998	32.80690	-10.01	225.82	1
431	D0431	-117.27280	32.81410	-117.28049	32.80728	-9.99	223.46	2
432	D0432	-117.27340	32.81460	-117.27960	32.81109	-10.00	236.04	1
433	D0433	-117.27380	32.81540	-117.28527	32.81121	-10.01	246.51	2
434	D0434	-117.27350	32.81620	-117.28537	32.81147	-10.00	244.63	2
435	D0435	-117.27300	32.81700	-117.28537	32.81147	-10.00	241.99	2
436	D0436	-117.27360	32.81790	-117.28537	32.81147	-10.00	236.98	1
437	D0437	-117.27440	32.81850	-117.28537	32.81147	-10.00	232.67	2
438	D0438	-117.27550	32.81860	-117.28537	32.81147	-10.00	229.32	2
439	D0439	-117.27650	32.81890	-117.28553	32.81170	-10.00	226.51	2
440	D0440	-117.27720	32.81950	-117.28557	32.81179	-10.01	222.38	1
441	D0441	-117.27800	32.82010	-117.28557	32.81179	-10.01	217.44	1
442	D0442	-117.27890	32.82060	-117.28522	32.81288	-10.00	214.53	1
443	D0443	-117.27980	32.82110	-117.28654	32.81523	-10.00	223.98	1
444	D0444	-117.28040	32.82180	-117.28686	32.81983	-10.02	250.06	1
445	D0445	-117.28050	32.82260	-117.28507	32.82294	-10.01	275.06	1
446	D0446	-117.28020	32.82350	-117.28590	32.82456	-10.01	282.48	1
447	D0447	-117.28000	32.82440	-117.28822	32.82550	-10.01	279.05	2
448	D0448	-117.27980	32.82520	-117.28823	32.82574	-10.01	274.36	2
449	D0449	-117.27980	32.82610	-117.28823	32.82574	-10.01	267.09	1
450	D0450	-117.27990	32.82700	-117.28823	32.82574	-10.01	259.80	2
451	D0451	-117.28020	32.82790	-117.28815	32.82586	-10.00	253.02	2
452	D0452	-117.28060	32.82880	-117.28825	32.82659	-10.01	251.03	2
453	D0453	-117.28090	32.82960	-117.28829	32.82782	-10.00	254.01	1
454	D0454	-117.28120	32.83050	-117.28877	32.82856	-10.00	253.04	1
455	D0455	-117.28150	32.83130	-117.28938	32.82902	-10.02	251.00	1
456	D0456	-117.28190	32.83220	-117.28979	32.83030	-10.01	254.01	1
457	D0457	-117.28210	32.83300	-117.28749	32.83280	-10.01	267.47	1
458	D0458	-117.28200	32.83390	-117.28755	32.83472	-10.01	279.97	2
459	D0459	-117.28160	32.83480	-117.28790	32.83570	-10.03	279.65	2
460	D0460	-117.28160	32.83570	-117.28790	32.83570	-10.03	270.00	2
461	D0461	-117.28170	32.83660	-117.28813	32.83636	-10.01	267.46	2
462	D0462	-117.28170	32.83750	-117.28809	32.83727	-10.02	267.55	1
463	D0463	-117.28180	32.83840	-117.28795	32.83768	-10.01	262.07	1
464	D0464	-117.28200	32.83930	-117.28745	32.83841	-10.02	259.00	1
465	D0465	-117.28220	32.84010	-117.28701	32.84027	-10.01	272.41	1
466	D0466	-117.28190	32.84100	-117.28642	32.84227	-10.01	288.49	1
467	D0467	-117.28150	32.84190	-117.28573	32.84312	-9.99	288.95	1
468	D0468	-117.28120	32.84270	-117.28517	32.84409	-10.02	292.62	2
469	D0469	-117.28070	32.84350	-117.28526	32.84613	-10.01	304.47	2
470	D0470	-117.27980	32.84390	-117.28466	32.84706	-10.01	307.74	2
471	D0471	-117.27920	32.84460	-117.28466	32.84706	-10.01	298.20	1
472	D0472	-117.27900	32.84550	-117.28466	32.84706	-10.01	288.16	2
473	D0473	-117.27890	32.84640	-117.28461	32.84716	-10.01	279.00	2
474	D0474	-117.27880	32.84730	-117.28314	32.84900	-10.01	295.00	1
475	D0475	-117.27820	32.84780	-117.28047	32.85074	-10.00	327.03	2
476	D0476	-117.27720	32.84800	-117.27929	32.85080	-10.01	327.91	2
477	D0477	-117.27650	32.84870	-117.27895	32.85080	-10.02	315.58	2
478	D0478	-117.27580	32.84940	-117.27818	32.85110	-10.01	310.37	2
479	D0479	-117.27510	32.85010	-117.27721	32.85167	-10.79	311.53	2
480	D0480	-117.27440	32.85080	-117.27496	32.85155	-10.02	327.90	2
481	D0481	-117.27360	32.85120	-117.27367	32.85173	-10.00	353.67	2
482	D0482	-117.27270	32.85090	-117.27228	32.85196	-10.01	18.41	2
483	D0483	-117.27190	32.85030	-117.27110	32.85239	-10.02	17.83	2
484	D0484	-117.27080	32.85040	-117.27031	32.85250	-10.10	11.09	2
485	D0485	-117.26990	32.85010	-117.26805	32.85296	-10.02	28.52	2
486	D0486	-117.26910	32.84950	-117.26695	32.85275	-9.95	29.06	2
487	D0487	-117.26820	32.84900	-117.26695	32.85275	-9.95	15.64	2
488	D0488	-117.26720	32.84880	-117.26695	32.85275	-9.95	3.04	2
489	D0489	-117.26620	32.84900	-117.26695	32.85275	-9.95	350.46	2
490	D0490	-117.26520	32.84880	-117.26695	32.85275	-9.95	339.59	2
491	D0491	-117.26430	32.84930	-117.26695	32.85275	-9.95	327.17	2
492	D0492	-117.26370	32.85000	-117.26695	32.85275	-9.95	315.21	2
493	D0493	-117.26330	32.85080	-117.26555	32.85263	-10.06	314.07	2
494	D0494	-117.26250	32.85140	-117.26485	32.85355	-10.04	317.44	1
495	D0495	-117.26170	32.85200	-117.26365	32.85409	-10.02	321.91	2
496	D0496	-117.26080	32.85250	-117.26301	32.85459	-10.08	318.39	1
497	D0497	-117.26010	32.85320	-117.26282	32.85494	-10.12	307.39	1
498	D0498	-117.25950	32.85390	-117.26250	32.85560	-9.31	304.00	1
499	D0499	-117.25890	32.85470	-117.26250	32.85648	-9.69	300.48	1
500	D0500	-117.25840	32.85540	-117.26248	32.85734	-10.10	299.45	1
501	D0501	-117.25790	32.85620	-117.26250	32.85821	-10.00	297.48	1
502	D0502	-117.25740	32.85700	-117.26227	32.85913	-10.04	297.50	1
503	D0503	-117.25690	32.85780	-117.26167	32.85993	-9.61	297.99	1
504	D0504	-117.25640	32.85860	-117.26130	32.86043	-10.00	293.97	1
505	D0505	-117.25600	32.85950	-117.26124	32.86093	-10.01	288.00	1
506	D0506	-117.25570	32.86040	-117.26109	32.86187	-10.00	287.99	1
507	D0507	-117.25530	32.86120	-117.26105	32.86259	-10.00	286.06	1
508	D0508	-117.25510	32.86210	-117.26102	32.86306	-10.01	280.93	2
509	D0509	-117.25490	32.86300	-117.26099	32.86372	-10.01	278.01	1
510	D0510	-117.25480	32.86380	-117.26091	32.86457	-10.01	278.53	1
511	D0511	-117.25460	32.86470	-117.26069	32.86588	-10.01	282.99	1
512	D0512	-117.25430	32.86560	-117.26036	32.86682	-10.04	283.50	1
513	D0513	-117.25410	32.86650	-117.25968	32.86741	-10.00	280.99	1
514	D0514	-117.25390	32.86740	-117.25865	32.86818	-10.02	281.06	1
515	D0515	-117.25370	32.86830	-117.25761	32.86894	-9.97	281.03	1
516	D0516	-117.25350	32.86910	-117.25720	32.86976	-9.92	281.93	1
517	D0517	-117.25330	32.87000	-117.25677	32.87054	-9.99	280.50	1
518	D0518	-117.25310	32.87090	-117.25658	32.87148	-10.10	281.04	1
519	D0519	-117.25290	32.87170	-117.25565	32.87284	-10.07	296.07	2
520	D0520	-117.25210	32.87240	-117.25539	32.87402	-10.01	300.38	1
521	D0521	-117.25180	32.87320	-117.25552	32.87430	-10.09	289.40	2
522	D0522	-117.25150	32.87410	-117.25573	32.87489	-10.00	282.54	1
523	D0523	-117.25130	32.87500	-117.25639	32.87579	-10.21	280.47	1
524	D0524	-117.25110	32.87590	-117.25648	32.87650	-9.93	277.56	1
525	D0525	-117.25100	32.87680	-117.25659	32.87680	-10.00	270.00	2
526	D0526	-117.25110	32.87770	-117.25679	32.87703	-10.02	262.02	1
527	D0527	-117.25130	32.87860	-117.25723	32.87763	-10.05	258.98	1
528	D0528	-117.25150	32.87950	-117.25806	32.87838	-9.99	258.51	1
529	D0529	-117.25170	32.88030	-117.25881	32.87941	-10.01	261.52	1
530	D0530	-117.25180	32.88120	-117.25908	32.88008	-10.01	259.62	1
531	D0531	-117.25210	32.88210	-117.25925	32.88077	-9.99	257.51	1
532	D0532	-117.25230	32.88300	-117.25938	32.88163	-9.99	257.02	1
533	D0533	-117.25260	32.88390	-117.25946	32.88214	-10.00	253.01	1
534	D0534	-117.25290	32.88470	-117.25970	32.88385	-10.01	261.53	1
535	D0535	-117.25290	32.88560	-117.25984	32.88535	-10.00	267.54	1
536	D0536	-117.25300	32.88650	-117.25986	32.88625	-10.00	267.52	1
537	D0537	-117.25300	32.88740	-117.25990	32.88740	-10.01	270.00	1
538	D0538	-117.25300	32.88830	-117.25993	32.88805	-10.02	267.54	1
539	D0539	-117.25310	32.88920	-117.25990	32.88840	-10.02	262.02	1
540	D0540	-117.25330	32.89010	-117.25987	32.88957	-10.00	264.51	1
541	D0541	-117.25330	32.89100	-117.25976	32.89100	-10.00	270.00	1
542	D0542	-117.25330	32.89190	-117.25989	32.89190	-10.01	270.00	1
543	D0543	-117.25330	32.89280	-117.26005	32.89280	-10.00	270.00	1
544	D0544	-117.25330	32.89370	-117.26013	32.89370	-10.01	270.00	1
545	D0545	-117.25330	32.89460	-117.26019	32.89460	-10.02	270.00	1
546	D0546	-117.25330	32.89550	-117.26034	32.89550	-10.00	270.00	1
547	D0547	-117.25330	32.89640	-117.26055	32.89640	-10.01	270.00	1
548	D0548	-117.25330	32.89730	-117.26070	32.89719	-10.01	268.99	1
549	D0549	-117.25330	32.89820	-117.26078	32.89752	-10.00	263.82	1
550	D0550	-117.25350	32.89910	-117.26088	32.89828	-10.00	262.46	1
551	D0551	-117.25360	32.90000	-117.26106	32.89912	-10.01	262.00	1
552	D0552	-117.25380	32.90090	-117.26133	32.90001	-10.01	261.99	1
553	D0553	-117.25390	32.90180	-117.26144	32.90091	-9.99	262.00	1
554	D0554	-117.25410	32.90270	-117.26159	32.90154	-10.01	259.55	1
555	D0555	-117.25430	32.90360	-117.26178	32.90238	-10.00	259.01	1
556	D0556	-117.25450	32.90450	-117.26211	32.90291	-10.00	256.03	1
557	D0557	-117.25480	32.90530	-117.26220	32.90316	-10.01	250.99	1
558	D0558	-117.25520	32.90620	-117.26237	32.90383	-10.00	248.51	1
559	D0559	-117.25560	32.90700	-117.26250	32.90460	-9.83	247.50	1
560	D0560	-117.25600	32.90780	-117.26315	32.90602	-10.01	253.48	1
561	D0561	-117.25620	32.90870	-117.26358	32.90749	-10.01	258.95	1
562	D0562	-117.25640	32.90960	-117.26393	32.90831	-10.01	258.47	1
563	D0563	-117.25660	32.91050	-117.26408	32.90858	-10.00	253.00	1
564	D0564	-117.25700	32.91130	-117.26422	32.90910	-10.01	250.05	2
565	D0565	-117.25740	32.91220	-117.26437	32.90990	-10.01	248.54	1
566	D0566	-117.25780	32.91300	-117.26450	32.91067	-10.03	247.50	1
567	D0567	-117.25820	32.91380	-117.26494	32.91157	-10.01	248.49	1
568	D0568	-117.25860	32.91470	-117.26546	32.91343	-10.01	257.56	1
569	D0569	-117.25870	32.91560	-117.26598	32.91501	-10.00	264.49	1
570	D0570	-117.25880	32.91650	-117.26612	32.91591	-10.00	264.52	1
571	D0571	-117.25890	32.91740	-117.26614	32.91687	-10.02	265.02	1
572	D0572	-117.25900	32.91830	-117.26623	32.91772	-10.01	264.54	1
573	D0573	-117.25910	32.91920	-117.26645	32.91855	-10.01	263.99	1
574	D0574	-117.25920	32.92000	-117.26656	32.91973	-10.02	267.50	1
575	D0575	-117.25920	32.92100	-117.26642	32.92095	-10.00	269.53	1
576	D0576	-117.25920	32.92180	-117.26656	32.92185	-10.02	270.46	1
577	D0577	-117.25920	32.92270	-117.26667	32.92270	-10.08	270.00	1
578	D0578	-117.25920	32.92360	-117.26669	32.92327	-10.02	267.00	1
579	D0579	-117.25930	32.92450	-117.26682	32.92411	-10.02	266.46	1
580	D0580	-117.25930	32.92540	-117.26693	32.92472	-10.01	263.94	1
581	D0581	-117.25950	32.92630	-117.26699	32.92547	-10.00	262.48	1
582	D0582	-117.25960	32.92720	-117.26715	32.92631	-10.00	262.01	1
583	D0583	-117.25980	32.92810	-117.26728	32.92722	-10.00	262.02	1
584	D0584	-117.25990	32.92900	-117.26737	32.92812	-10.00	262.01	1
585	D0585	-117.26010	32.92990	-117.26756	32.92902	-10.00	262.00	1
586	D0586	-117.26020	32.93080	-117.26775	32.93019	-10.00	264.50	1
587	D0587	-117.26030	32.93170	-117.26785	32.93109	-10.00	264.50	1
588	D0588	-117.26040	32.93260	-117.26807	32.93198	-10.00	264.50	1
589	D0589	-117.26050	32.93350	-117.26830	32.93258	-10.01	262.00	1
590	D0590	-117.26070	32.93440	-117.26859	32.93341	-10.01	261.50	1
591	D0591	-117.26080	32.93530	-117.26879	32.93404	-10.00	259.36	1
592	D0592	-117.26110	32.93620	-117.26896	32.93462	-10.00	256.53	1
593	D0593	-117.26130	32.93700	-117.26928	32.93539	-10.01	256.48	1
594	D0594	-117.26160	32.93790	-117.26962	32.93628	-10.01	256.47	1
595	D0595	-117.26180	32.93880	-117.26997	32.93722	-10.00	257.02	1
596	D0596	-117.26210	32.93970	-117.27036	32.93810	-10.01	257.00	1
597	D0597	-117.26230	32.94060	-117.27068	32.93917	-10.00	258.51	1
598	D0598	-117.26250	32.94140	-117.27086	32.93997	-10.01	258.48	1
599	D0599	-117.26270	32.94230	-117.27103	32.94069	-10.00	257.03	1
600	D0600	-117.26300	32.94320	-117.27123	32.94160	-10.01	256.96	1
601	D0601	-117.26320	32.94410	-117.27137	32.94239	-10.01	256.00	1
602	D0602	-117.26350	32.94490	-117.27135	32.94270	-10.00	251.53	1
603	D0603	-117.26390	32.94580	-117.27145	32.94362	-10.00	251.01	1
604	D0604	-117.26420	32.94660	-117.27169	32.94450	-10.01	251.53	1
605	D0605	-117.26460	32.94750	-117.27190	32.94539	-9.99	250.99	1
606	D0606	-117.26490	32.94830	-117.27219	32.94649	-9.99	253.52	1
607	D0607	-117.26520	32.94920	-117.27281	32.94743	-10.00	254.51	1
608	D0608	-117.26550	32.95010	-117.27293	32.94796	-10.00	251.06	1
609	D0609	-117.26590	32.95090	-117.27344	32.94872	-10.01	250.99	1
610	D0610	-117.26620	32.95180	-117.27391	32.94947	-10.00	250.19	1
611	D0611	-117.26660	32.95260	-117.27411	32.95043	-10.01	251.00	1
612	D0612	-117.26690	32.95350	-117.27470	32.95199	-10.00	257.01	1
613	D0613	-117.26710	32.95440	-117.27497	32.95317	-10.00	259.45	1
614	D0614	-117.26730	32.95530	-117.27514	32.95408	-10.00	259.49	1
615	D0615	-117.26750	32.95620	-117.27523	32.95458	-10.01	255.98	1
616	D0616	-117.26780	32.95700	-117.27538	32.95576	-10.01	258.97	1
617	D0617	-117.26790	32.95790	-117.27555	32.95728	-10.00	264.48	1
618	D0618	-117.26800	32.95880	-117.27559	32.95819	-10.01	264.53	1
619	D0619	-117.26810	32.95970	-117.27557	32.95910	-10.02	264.53	1
620	D0620	-117.26820	32.96060	-117.27549	32.96001	-10.00	264.49	1
621	D0621	-117.26830	32.96150	-117.27567	32.96090	-10.01	264.46	1
622	D0622	-117.26840	32.96240	-117.27603	32.96206	-10.00	266.96	1
623	D0623	-117.26840	32.96330	-117.27636	32.96301	-10.00	267.51	1
624	D0624	-117.26850	32.96420	-117.27645	32.96356	-10.00	264.52	1
625	D0625	-117.26860	32.96510	-117.27644	32.96447	-10.02	264.53	1
626	D0626	-117.26870	32.96600	-117.27659	32.96536	-10.00	264.48	1
627	D0627	-117.26880	32.96690	-117.27684	32.96625	-10.00	264.50	1
628	D0628	-117.26890	32.96780	-117.27698	32.96715	-10.00	264.52	1
629	D0629	-117.26900	32.96870	-117.27721	32.96767	-10.00	261.50	1
630	D0630	-117.26920	32.96960	-117.27746	32.96863	-10.00	262.03	1
631	D0631	-117.26930	32.97050	-117.27766	32.96958	-9.99	262.53	1
632	D0632	-117.26950	32.97140	-117.27775	32.97012	-10.00	259.52	1
633	D0633	-117.26970	32.97230	-117.27821	32.97130	-10.01	262.03	1
634	D0634	-117.26980	32.97320	-117.27841	32.97205	-10.00	260.95	1
635	D0635	-117.27000	32.97400	-117.27850	32.97229	-10.01	256.52	1
636	D0636	-117.27030	32.97490	-117.27857	32.97264	-10.00	251.96	1
637	D0637	-117.27070	32.97580	-117.27883	32.97332	-10.00	250.02	1
638	D0638	-117.27100	32.97660	-117.27909	32.97378	-10.01	247.44	2
639	D0639	-117.27150	32.97740	-117.27934	32.97494	-10.01	249.49	2
640	D0640	-117.27180	32.97830	-117.27964	32.97647	-10.01	254.45	1
641	D0641	-117.27210	32.97920	-117.27994	32.97756	-10.02	256.00	1
642	D0642	-117.27230	32.98000	-117.28018	32.97841	-10.01	256.48	1
643	D0643	-117.27260	32.98090	-117.28027	32.97881	-10.03	252.00	1
644	D0644	-117.27300	32.98180	-117.28049	32.98029	-10.00	256.49	1
645	D0645	-117.27310	32.98260	-117.28133	32.98194	-9.99	264.54	1
646	D0646	-117.27320	32.98350	-117.28175	32.98287	-10.01	264.98	1
647	D0647	-117.27330	32.98440	-117.28181	32.98378	-9.99	265.04	1
648	D0648	-117.27340	32.98530	-117.28191	32.98436	-10.02	262.50	1
649	D0649	-117.27360	32.98620	-117.28204	32.98520	-10.00	261.96	1
650	D0650	-117.27370	32.98710	-117.28228	32.98609	-10.01	262.01	1
651	D0651	-117.27390	32.98800	-117.28230	32.98669	-10.00	259.47	1
652	D0652	-117.27410	32.98890	-117.28242	32.98729	-10.01	257.01	1
653	D0653	-117.27440	32.98980	-117.28266	32.98820	-10.00	257.00	1
654	D0654	-117.27460	32.99070	-117.28275	32.98974	-10.01	262.01	1
655	D0655	-117.27470	32.99160	-117.28276	32.99053	-10.01	261.01	1
656	D0656	-117.27490	32.99240	-117.28299	32.99108	-10.00	258.99	1
657	D0657	-117.27510	32.99330	-117.28318	32.99205	-10.00	259.55	1
658	D0658	-117.27530	32.99420	-117.28333	32.99295	-10.00	259.49	1
659	D0659	-117.27550	32.99510	-117.28334	32.99358	-10.11	256.98	1
660	D0660	-117.27580	32.99600	-117.28334	32.99382	-10.07	250.98	1
661	D0661	-117.27620	32.99680	-117.28341	32.99423	-10.01	246.98	1
662	D0662	-117.27660	32.99760	-117.28394	32.99467	-10.00	244.55	1
663	D0663	-117.27710	32.99840	-117.28495	32.99498	-10.01	242.55	1
664	D0664	-117.27760	32.99920	-117.28468	32.99611	-10.02	242.51	1
665	D0665	-117.27810	33.00000	-117.28510	32.99832	-10.02	254.03	1
666	D0666	-117.27820	33.00090	-117.28493	33.00065	-10.01	267.46	1
667	D0667	-117.27820	33.00180	-117.28516	33.00154	-10.01	267.45	1
668	D0668	-117.27830	33.00270	-117.28522	33.00245	-10.00	267.53	1
669	D0669	-117.27830	33.00360	-117.28514	33.00360	-10.01	270.00	1
670	D0670	-117.27830	33.00450	-117.28532	33.00425	-10.01	267.57	1
671	D0671	-117.27840	33.00540	-117.28547	33.00483	-10.00	264.51	1
672	D0672	-117.27850	33.00630	-117.28577	33.00571	-10.00	264.47	1
673	D0673	-117.27860	33.00720	-117.28576	33.00667	-10.00	264.96	1
674	D0674	-117.27870	33.00810	-117.28591	33.00725	-10.00	262.00	1
675	D0675	-117.27890	33.00900	-117.28610	33.00761	-10.00	257.04	1
676	D0676	-117.27920	33.00990	-117.28635	33.00840	-9.99	255.95	1
677	D0677	-117.27940	33.01070	-117.28656	33.00892	-10.01	253.49	1
678	D0678	-117.27980	33.01160	-117.28694	33.00965	-10.01	251.96	1
679	D0679	-117.28010	33.01250	-117.28729	33.01071	-10.00	253.46	1
680	D0680	-117.28040	33.01330	-117.28772	33.01137	-10.00	252.55	2
681	D0681	-117.28070	33.01420	-117.28804	33.01171	-10.00	247.97	1
682	D0682	-117.28120	33.01500	-117.28830	33.01203	-10.00	243.49	1
683	D0683	-117.28170	33.01580	-117.28884	33.01262	-10.00	242.03	1
684	D0684	-117.28220	33.01660	-117.28901	33.01294	-10.02	237.34	1
